Price,Close,High,Low,Open,Volume
Ticker,IEF,IEF,IEF,IEF,IEF
Date,,,,,
2020-01-02,93.72173309326172,93.9079353873264,93.63708805526622,93.68787636956547,4022300
2020-01-03,94.34806060791016,94.3649857399755,93.9841089221663,94.0772132922991,3839600
2020-01-06,94.2464599609375,94.51730718894866,94.1702872050159,94.50884785440667,2714300
2020-01-07,94.111083984375,94.3142178868604,94.111083984375,94.22957929895068,2038800
2020-01-08,93.89102172851562,94.3057553438365,93.77252640985252,94.19572582150948,5081100
2020-01-09,93.95873260498047,93.98412353578121,93.63709692814344,93.67941945115159,3680600
2020-01-10,94.16182708740234,94.2210747203031,94.02640023648195,94.02640023648195,2600000
2020-01-13,94.05184173583984,94.06876687139099,93.93334641444972,94.04337593930893,2672600
2020-01-14,94.23802185058594,94.25495343965801,94.08567629399239,94.10260142555528,2376300
2020-01-15,94.47502136230469,94.47502136230469,94.31420354946607,94.41577371402352,2734800
2020-01-16,94.28034210205078,94.38191226151692,94.20416932558294,94.33112395302933,2200500
2020-01-17,94.20416259765625,94.20416259765625,94.02641321690786,94.0602699343119,2627000
2020-01-21,94.57661437988281,94.61047111189461,94.40733717733521,94.41580297471599,2355600
2020-01-22,94.59354400634766,94.644325874553,94.52583054373305,94.5766124119384,1787600
2020-01-23,94.8305435180664,94.99982073288953,94.78822098560471,94.8220777200717,1891300
2020-01-24,95.16907501220703,95.31296124611853,94.9320844016446,94.94900953489484,7932600
2020-01-27,95.81233978271484,95.82080557865922,95.6684535392119,95.80388044428074,3824600
2020-01-28,95.4906997680664,95.74462195759308,95.45684304562887,95.7192245726328,1923600
2020-01-29,95.94776153564453,95.9900840555835,95.61766654415229,95.61766654415229,2429500
2020-01-30,96.04085540771484,96.34555943691649,95.98160776078726,96.10856884920614,4405500
2020-01-31,96.5232925415039,96.59100597609488,96.2270543370541,96.25244526064857,9764500
2020-02-03,96.44107818603516,96.48345108697802,96.04273541330761,96.28852151703703,5722100
2020-02-04,95.88175964355469,95.98346630654143,95.73768005396408,95.97498913474567,2569600
2020-02-05,95.46642303466797,95.66135909549357,95.44947516538001,95.52575027645238,9027500
2020-02-06,95.53423309326172,95.60203750679169,95.3986242662018,95.44100364120422,1697100
2020-02-07,95.99191284179688,96.07666513414276,95.84782683200491,95.92410842144601,6177900
2020-02-10,96.1783676147461,96.29702211214769,96.0851381573327,96.19531548600983,1909100
2020-02-11,95.94950866699219,96.08511747264953,95.89018143106304,96.0512152712352,1657100
2020-02-12,95.70377349853516,95.7631007660436,95.62749835439021,95.74615288940713,1473800
2020-02-13,95.78850555419922,95.89021219106803,95.72070759580582,95.75460980809544,1868000
2020-02-14,96.02578735351562,96.08511458766345,95.94950578607781,96.00035585358064,2043600
2020-02-18,96.1783676147461,96.32244715213587,96.0681838198838,96.15293610857277,8356600
2020-02-19,96.16142272949219,96.20380211109493,96.02582034749781,96.07667043247248,1681800
2020-02-20,96.44107818603516,96.56820982123087,96.29699868369903,96.30546938417746,3452900
2020-02-21,96.83097076416016,97.06827976732949,96.68689122169097,96.6953619245289,5381000
2020-02-24,97.58528137207031,97.71241304817529,97.48357473794918,97.63613145603804,6803600
2020-02-25,97.85649871826172,98.0683827029625,97.53443738934354,97.55986243291785,10014300
2020-02-26,97.80563354492188,98.13617199277574,97.54289304741324,97.64459967220868,19649400
2020-02-27,98.28025817871094,98.60231947974556,97.95819687767631,98.43281489313482,8629700
2020-02-28,99.38204193115234,99.54306932352877,98.95827406435795,99.06845138189809,13437000
2020-03-02,99.31417846679688,100.07787388257219,99.25478029412075,99.74694028138876,19402100
2020-03-03,100.46819305419922,101.22340107231545,99.30567870745487,99.41599420995544,11462300
2020-03-04,100.24759674072266,100.9009832160324,100.17123042418623,100.61247313664573,7627100
2020-03-05,101.13854217529297,101.24885119809838,100.90943035434788,100.97731581788081,5284200
2020-03-06,102.1652603149414,102.93743623179878,101.90220582716387,102.65742009319612,11614800
2020-03-09,103.0816879272461,104.7193870024846,103.05622603087573,104.58361611749116,24791700
