Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2020-01-02,67.78893280029297,67.78893280029297,66.68989395379829,66.78498971382032,27278000
2020-01-03,67.43428802490234,68.04002737716182,66.7309816424415,66.76466531816632,23408000
2020-01-06,69.23170471191406,69.25696180582963,66.9132667320055,66.94446400420281,46768000
2020-01-07,69.09798431396484,69.51353233718912,68.92215954793207,69.36296466843042,34330000
2020-01-08,69.58979797363281,69.92708827263827,68.97514818608825,69.08361312830931,35314000
2020-01-09,70.32035827636719,70.76066463148995,69.84586943820742,70.42634437897857,33200000
2020-01-10,70.77452087402344,71.07070603223812,70.310937556679,70.79978552621174,26258000
2020-01-13,71.32281494140625,71.39462611312574,70.59672252569149,71.08606177612984,30730000
2020-01-14,70.85527801513672,71.45160106638076,70.71560064826399,71.32134032103836,26076000
2020-01-15,71.28170776367188,71.35996547159147,70.9082624349284,70.97562225633712,21550000
2020-01-16,71.82454681396484,71.85129273667978,71.32133198944545,71.59126251264676,26080000
2020-01-17,73.27869415283203,73.3297071376885,72.14102145826104,72.43769786322783,52424000
2020-01-21,73.41392517089844,73.79182942757238,72.8175946118009,73.25295083550218,48930000
2020-01-22,73.49415588378906,74.32178314028666,73.43423262021948,73.78440092570987,28458000
2020-01-23,73.5347671508789,73.97112094934903,73.31832847211646,73.67642456191712,26650000
2020-01-24,72.61750793457031,74.00579453539557,72.46941153544691,73.93744467656354,29786000
2020-01-27,70.91172790527344,71.15194240324553,70.30598833544614,70.90231884282338,34132000
2020-01-28,71.84138488769531,72.05435468204043,70.84387306528185,71.40750994470905,29724000
2020-01-29,72.1484603881836,72.51695556905503,71.58829239250339,72.2356283657092,21566000
2020-01-30,72.02711486816406,72.07663903462614,71.07368586337883,71.2272236271273,27110000
2020-01-31,70.96372985839844,72.79084128159816,70.68042261440853,72.70119445661328,43822000
2020-02-03,73.4312515258789,73.61451286401599,72.14400103298378,72.39362460503492,71636000
2020-02-04,71.58926391601562,72.67542470077791,70.43128441473793,72.03898677865722,95880000
2020-02-05,71.62097930908203,72.53874460950848,70.81019770068639,72.49070170683542,36376000
2020-02-06,73.10287475585938,73.37974302803424,71.84039019914903,71.91468022550302,37822000
2020-02-07,73.25837707519531,73.56248244019821,72.57983645312667,72.67790229015735,28360000
2020-02-10,74.72196960449219,74.73286749079695,73.06474269563836,73.16528741089394,38302000
2020-02-11,74.79131317138672,75.77297698245958,74.56298657133796,74.95029988809617,34852000
