Price,Close,High,Low,Open,Volume
Ticker,VTI,VTI,VTI,VTI,VTI
Date,,,,,
2020-01-02,150.1563262939453,150.1563262939453,149.06415064854423,149.88327891065333,3291100
2020-01-03,149.20069885253906,149.69218702363926,148.36336355160253,148.61820412633236,3625400
2020-01-06,149.71035766601562,149.73766101471827,148.19950756155978,148.2814176076677,6813800
2020-01-07,149.35540771484375,149.6830618034288,149.06415346376056,149.51013132781904,2498400
2020-01-08,150.09263610839844,150.6751307622517,149.30079723948703,149.44642437489236,4244800
2020-01-09,151.03004455566406,151.06644438510662,150.50215675828088,150.91172080638873,2216900
2020-01-10,150.59323120117188,151.35775288367643,150.35658361770453,151.32133915340347,4023000
2020-01-13,151.62168884277344,151.65810257278451,150.64783682539442,151.08470437114534,3997100
2020-01-14,151.53977966308594,152.10406749161916,151.23942888370792,151.58528988198,3062000
2020-01-15,151.91294860839844,152.35891265884513,151.46697067018235,151.53978424506064,2479200
2020-01-16,153.21444702148438,153.2417503747057,152.55004228015096,152.64106271606784,2205600
2020-01-17,153.59669494628906,153.82423212919065,153.2417374964733,153.82423212919065,2272000
2020-01-21,153.26901245117188,153.67859041472602,153.05968217026006,153.26901245117188,3174200
2020-01-22,153.3600616455078,154.10639027335324,153.22354489054464,153.75141893491391,2113600
2020-01-23,153.53297424316406,153.6057877999188,152.34977824948984,153.00508637251662,2370000
2020-01-24,152.07672119140625,153.8970183309654,151.3850132779692,153.8970183309654,3292500
2020-01-27,149.79229736328125,150.46581250272254,149.11878222383993,149.47373971500394,4692800
2020-01-28,151.2394256591797,151.69450006287985,150.2291599274546,150.4749039940279,4010700
2020-01-29,151.13929748535156,151.98574303487146,151.0118772173103,151.95843968370318,1751700
2020-01-30,151.5033721923828,151.63988895442236,149.69217111863802,150.17454886153544,2835900
2020-01-31,148.8275146484375,151.27581679675237,148.39063328693675,151.23030658562521,4525300
2020-02-03,150.13816833496094,150.92999343218864,149.54656321855848,149.5829769516322,2783200
2020-02-04,152.50453186035156,152.92320642213892,151.8219202551845,151.96754739735127,2732700
2020-02-05,154.0063018798828,154.13372217070318,153.05973924427144,153.93348830116116,4133700
2020-02-06,154.4340057373047,154.57053635815646,153.9880418173788,154.50681929087256,2202300
2020-02-07,153.5511932373047,154.17918417437463,153.27814584984074,153.8606404621392,2579200
2020-02-10,154.67977905273438,154.67977905273438,153.14162542561246,153.15983228939552,2494100
2020-02-11,155.1075439453125,155.86296905309462,154.82540006279203,155.3987982032481,2921700
2020-02-12,156.0814208984375,156.1360276037602,155.55353293403763,155.85388370108075,2154100
2020-02-13,156.01773071289062,156.48190167592006,155.22590557367255,155.36242236051334,2827500
2020-02-14,156.27252197265625,156.33623904491407,155.6172138271553,156.18151543941613,2527800
2020-02-18,155.90847778320312,156.12690458680882,155.20765938351124,155.8811744327524,2459400
2020-02-19,156.70033264160156,157.05529015300237,156.33627864090275,156.47279541922234,2488100
2020-02-20,156.22706604003906,156.93698112968275,154.63430533341798,156.50922388808263,7061600
2020-02-21,154.6251678466797,155.66273684781444,154.1791899674726,155.5899232825704,2983500
2020-02-24,149.53744506835938,150.9663714096936,148.89123333372152,149.7194720440508,8710900
2020-02-25,144.96849060058594,150.52949997300976,144.50431974148742,150.21094235801405,10112300
2020-02-26,144.1675567626953,147.27116734010116,143.8035028169999,145.6328968089362,8210300
2020-02-27,137.8511199951172,143.3757150531494,137.7964994106489,141.10943992564916,14384200
2020-02-28,136.9228057861328,137.05932256906382,132.24464089150123,133.26400323810722,22272400
2020-03-02,142.593017578125,142.72954823724788,136.14006561378346,137.80563966314415,12071600
2020-03-03,138.91600036621094,144.98669052173602,137.50526710527095,143.2027929611587,8623100
2020-03-04,144.4678955078125,144.48610236991408,140.20840636864162,141.54632603389143,5226600
2020-03-05,139.6532440185547,142.31087703688817,138.44274436199785,140.90014351908016,5343100
2020-03-06,137.05929565429688,137.74190721044616,133.9010784101581,135.59395562491903,9947700
2020-03-09,126.05561065673828,130.72467851359733,125.81897696484947,127.42083387684737,18537100
2020-03-10,132.30831909179688,132.3447328188776,125.5095068312051,131.37997736775517,11693300
2020-03-11,125.6096420288086,129.4231680610758,124.05329521992552,128.7405564005345,10760200
2020-03-12,113.39543151855469,121.65958398733984,113.23161140666511,117.57301102495525,20969500
2020-03-13,123.71654510498047,123.71654510498047,113.76862334575769,120.13966625312011,15351600
2020-03-16,109.63651275634766,116.48993143056447,109.21784518307857,110.18260059348634,14652900
2020-03-17,115.13382720947266,115.92565919284611,107.39756214006145,111.2292878882331,16645800
2020-03-18,108.49884796142578,111.36581834360332,102.84682420770231,107.85264308506835,15388000
2020-03-19,109.29977416992188,111.76628371157632,104.29395539844693,106.86058187104166,11083500
2020-03-20,104.84004974365234,111.63886286080655,104.48509224261804,110.26453613348532,12264900
2020-03-23,101.8547592163086,104.57610228221571,99.65219376348097,103.43841624116438,16443000
2020-03-24,111.5205307006836,111.56604091797111,106.48740897714431,107.06080021799215,10986900
2020-03-25,113.05867767333984,117.43649089377611,109.75483330073048,112.4397762519492,14428100
2020-03-26,119.92236328125,120.39799550594347,114.02274560457231,114.1873794765311,10549100
2020-03-27,116.09905242919922,119.3735654167945,114.80022282650972,116.27284194588924,9731500
2020-03-30,119.62052917480469,119.97724987982875,115.83379632272033,116.87651945715646,10416300
2020-03-31,117.91008758544922,120.37969326075537,117.09603201952507,119.7943051454476,8662400
2020-04-01,112.46778869628906,114.90081351760472,111.37932948902929,113.53795060113413,7911500
2020-04-02,114.809326171875,115.36727519124955,111.60798254258675,111.93726415986929,6244300
2020-04-03,112.85196685791016,115.28499207918419,111.4616717160231,114.19653269299556,6584400
2020-04-06,120.74556732177734,121.46816435166134,116.87651758960763,117.47104743622947,9369400
2020-04-07,120.88276672363281,125.56587173443087,120.80959146324486,125.32806260573543,10469900
2020-04-08,125.1268310546875,125.7213608401964,121.12057287658621,122.31878807789872,6610400
2020-04-09,127.46842193603516,128.76725176492994,126.05068053148374,127.06596487081976,9311600
2020-04-13,125.9500732421875,128.10869529239068,124.05671334364217,126.91047966342457,7291600
2020-04-14,129.77333068847656,130.075173339135,128.02630835743105,128.59339905801616,5609300
2020-04-15,126.72755432128906,127.58734651061837,125.70311424452518,126.90134388595253,5164100
2020-04-16,127.322021484375,127.64216146719446,125.70305218159908,127.38605506363979,5301200
2020-04-17,130.92581176757812,131.23679609569146,129.0415945414488,130.5325105214497,6411200
2020-04-20,128.80381774902344,130.8435276505414,128.52025836574558,128.96845162632547,5414000
2020-04-21,124.80669403076172,127.12080755665413,124.2761838608481,126.31590760640057,6367500
2020-04-22,127.62384796142578,128.32814746015683,126.55368620599702,127.37688326194207,6340900
2020-04-23,127.64219665527344,129.86483797530198,127.54158240065757,128.25502385820423,6198300
2020-04-24,129.54469299316406,129.85567738695323,127.37691599703578,128.51111161508075,4403600
2020-04-27,131.84051513671875,132.31614737929434,128.96845228939532,130.4776519994417,4968200
2020-04-28,131.4289093017578,133.98083197087453,131.13620825870652,133.69728655838978,3594500
2020-04-29,135.151611328125,135.86505269097688,133.56923640351806,134.28267776636994,4990900
2020-04-30,133.3954315185547,134.50218804481446,132.73686818928076,134.25522330714858,4228800
2020-05-01,129.70933532714844,131.3466022518291,127.87085386616974,130.90755065421078,4232500
2020-05-04,130.20326232910156,130.29472094257696,127.97146560033262,128.6666096811153,4741200
2020-05-05,131.41061401367188,132.93811096905392,131.21854116338207,131.78563199705272,3665900
2020-05-06,130.68800354003906,132.508187204002,130.52335574618115,132.27037812037528,3927300
2020-05-07,132.3984375,133.3222488615797,132.07829752610755,132.35270122419368,3796300
2020-05-08,134.8863525390625,135.0327030523613,133.43203094963252,133.953385462724,4248400
2020-05-11,134.9046630859375,135.56322650367989,133.5692389453059,133.74302845231492,4240900
2020-05-12,132.0325469970703,135.65463037630937,131.89533819896727,135.44426030065,4864400
2020-05-13,129.3800506591797,131.9960070525048,128.07207944089447,131.620989055201,5862100
2020-05-14,130.77037048339844,130.88012641678887,126.56288291784945,127.91660456119516,7561000
2020-05-15,131.55694580078125,131.58438477548614,129.14221832948473,129.67272843503312,3845600
2020-05-18,135.9199676513672,136.66084811866043,134.68515756804075,134.9412640516296,4557800
2020-05-19,134.4747314453125,136.56017706245032,134.4747314453125,135.70038538653807,3180900
2020-05-20,136.962646484375,137.37424505977344,136.20346895533908,136.44127805391878,3894000
2020-05-21,136.13943481445312,137.31936654337358,135.38941291787563,136.8345927188565,3419200
2020-05-22,136.52362060546875,136.54191791087177,135.34370260693544,136.06628566767597,3003000
2020-05-26,138.4260711669922,139.84381160536674,138.2157011014522,139.7980753415324,4197500
2020-05-27,140.6121826171875,140.6121826171875,137.21876551910717,139.94447757976323,5077700
2020-05-28,140.1273956298828,141.9475933622656,139.69749975317305,141.23415211086476,4601500
2020-05-29,140.59390258789062,140.97806223314853,138.49015923426083,139.761549711455,4776100
2020-06-01,141.54515075683594,141.85613513747245,140.19144336831258,140.51156942246658,3478900
2020-06-02,142.61529541015625,142.68847065966372,141.25243255698908,141.95673212134074,4157200
2020-06-03,144.8379669189453,145.24956553334965,143.6122987924533,143.78608828574153,9496400
2020-06-04,144.38064575195312,145.11237048857913,143.25559175371893,144.2525925273681,5629200
2020-06-05,148.0850372314453,149.1643548689492,147.26183998194958,147.6277023246691,4373400
2020-06-08,150.09732055664062,150.18877916307227,148.469209420569,148.99970562543194,5851300
2020-06-09,148.72532653808594,149.5302265335982,148.06676311473205,148.77104886621098,3200400
2020-06-10,147.61856079101562,149.31984720410745,147.27098179537472,148.91739025268194,4292900
2020-06-11,138.91091918945312,144.24344660938948,138.69140733638565,143.52086349844956,12504600
2020-06-12,140.8317108154297,143.13668262902442,137.95964818960869,143.13668262902442,6882100
2020-06-15,142.3408660888672,142.83479544493537,137.06323301279087,137.7126405555389,4859200
2020-06-16,145.07579040527344,146.4569369013573,142.6061845175568,146.4569369013573,4581200
2020-06-17,144.3714599609375,145.62456692197642,143.97815869500135,145.56053334468348,3702200
2020-06-18,144.49037170410156,144.79221437589788,143.08177256905205,143.5482630421699,2797800
2020-06-19,143.6763153076172,146.23739320828673,142.95371844313544,146.21909590675827,3824900
2020-06-22,144.67333984375,144.79225139973542,142.73424407586387,143.55744142271033,2561300
2020-06-23,145.24041748046875,146.32887682110982,145.02090565160273,146.00875075176216,2555100
2020-06-24,141.29820251464844,144.43552753516803,140.31951297728722,144.17942107921806,3729100
2020-06-25,143.00726318359375,143.12671603995733,140.0394345347793,140.9766347268544,4029200
2020-06-26,139.68104553222656,142.57536488833236,139.41457601749502,142.4007843139118,3508500
2020-06-29,141.73004150390625,141.75760538225188,139.0654304484132,140.3058470348183,3161600
2020-06-30,143.82496643066406,144.45896361169167,141.56464450384163,141.94135547812363,4317400
2020-07-01,144.66111755371094,145.2124091236691,143.89848422933275,144.16493971843667,3640900
2020-07-02,145.24000549316406,147.07767233397416,145.04704430595345,146.37016667458238,3181600
2020-07-06,147.5278778076172,147.95973059605546,146.8846972781189,147.47275005084362,3307600
2020-07-07,146.03016662597656,147.82190274023145,145.8464027738252,146.82036380848243,2357400
2020-07-08,147.22463989257812,147.27058435669142,145.51560957765116,146.37931502996548,2434900
2020-07-09,146.31500244140625,147.65649104945177,144.51408321739277,147.52785496347096,2465200
2020-07-10,147.88624572753906,147.94137349306553,145.57078143342386,146.25072325558483,2391800
2020-07-13,146.28744506835938,150.27517793126339,145.98422841929766,148.92449195829872,4694700
2020-07-14,148.20782470703125,148.3180802244358,144.93678016804125,145.63508847874417,3221300
2020-07-15,150.0454864501953,150.35788641931174,148.54778362724878,150.07305032863005,3747800
2020-07-16,149.37474060058594,149.5860683399756,148.55696548062832,148.99801557189886,2190700
2020-07-17,149.94442749023438,150.2384468929824,148.91533855018832,149.85253854046513,2141100
2020-07-20,151.09295654296875,151.47886486300294,149.4023065636902,149.78821488372438,3113200
2020-07-21,151.52481079101562,152.43444683259855,151.028632931712,152.1955552094091,2345600
2020-07-22,152.31503295898438,152.4712329712816,151.2308021402982,151.2308021402982,2723200
2020-07-23,150.6519317626953,152.71010962387996,149.843353877067,152.1680012779633,3114900
2020-07-24,149.48500061035156,150.13736444035348,148.7591144093088,149.61363671910436,2360800
2020-07-27,150.7713623046875,150.7805596112468,149.42987345376415,149.8249650678506,2423500
2020-07-28,149.6687469482422,150.89998013357467,149.56767473032488,150.3394912924483,1904900
2020-07-29,151.65345764160156,152.002604804798,150.1925158795891,150.1925158795891,2153300
2020-07-30,151.31346130371094,151.48804187417488,149.22771980470367,150.1741169832659,2473300
2020-07-31,152.08529663085938,152.17717155164283,149.73308555048675,152.1036632028457,3159700
2020-08-03,153.408447265625,153.72084729062732,152.6641803538914,152.95821380350762,4341600
2020-08-04,154.01483154296875,154.01483154296875,153.01330662199908,153.08681496761383,2811700
2020-08-05,155.13580322265625,155.20931156540172,154.63963943447771,154.80502269044297,2683000
2020-08-06,155.88926696777344,155.9995224814732,154.62127247908987,154.93367244809525,2150900
2020-08-07,156.01791381835938,156.1557332199753,154.91531654457677,155.48498876496936,2194200
2020-08-10,156.44973754882812,156.55999304962134,155.3287598898223,156.22921252695926,2496700
2020-08-11,155.19097900390625,157.42375179242603,154.80507060027173,157.12053504236596,3124600
2020-08-12,157.2675018310547,157.598282360596,156.51405183921176,156.54161571498332,3364900
2020-08-13,157.1480712890625,157.80963244188268,156.64271012784087,156.92754623136088,2247200
2020-08-14,157.10211181640625,157.3961451986014,156.5508202552153,156.86322020858518,2213900
2020-08-17,157.7728729248047,157.91069231240135,157.47883953755368,157.51558670081826,3422400
2020-08-18,158.01174926757812,158.2874020364179,157.1020993364916,158.03931314243388,3551400
2020-08-19,157.39617919921875,158.4987765800663,157.11134306136418,158.1955598467831,2291000
2020-08-20,157.8463897705078,158.09447872385903,156.37626468536794,156.4405757353268,2184400
2020-08-21,158.24147033691406,158.3149786825534,157.49721761520536,157.61665640912133,2284500
2020-08-24,159.75755310058594,159.75755310058594,158.83871973320183,159.42677252751628,2467500
2020-08-25,160.2904815673828,160.3088621608036,159.34408430034074,160.07915381404032,5162700
2020-08-26,161.74221801757812,161.88003739878997,160.3180236571632,160.54773197270487,2441100
2020-08-27,162.1281280517578,162.89994463542422,161.28280312389228,162.19245311053822,3435300
2020-08-28,163.25828552246094,163.2858634186873,162.2108161757559,162.79886889635728,4163100
2020-08-31,162.89076232910156,163.6809595086382,162.5875456650637,163.23992346107545,3189600
2020-09-01,164.33334350585938,164.46197960876447,162.78969625071463,163.2674934987694,2877700
2020-09-02,166.52935791015625,166.92444951263704,164.48034948800728,165.38999953273958,4021900
2020-09-03,160.74072265625,165.84025100216246,159.4267835594217,165.39001757368686,5341400
2020-09-04,159.3716583251953,161.8433225369489,155.466616181642,161.10825297645817,4379900
2020-09-08,154.8968963623047,157.15721809282206,154.69475194474214,156.47729052491295,3976000
2020-09-09,157.9290771484375,159.08680209621355,156.50488268376856,156.96429934848214,4290400
2020-09-10,155.33795166015625,159.40839037027092,154.91529620383966,159.01328477037515,3507600
2020-09-11,155.39306640625,156.71618845842102,153.9045611076986,156.4221691247619,3407700
2020-09-14,157.8188018798828,158.37929075127624,156.75296591189618,157.1204936221973,3080800
2020-09-15,158.71929931640625,159.54624383473728,158.14042974140284,159.14195486300702,2129700
2020-09-16,158.195556640625,160.22618477559584,158.10368170591678,159.38085966673543,2826900
2020-09-17,156.89080810546875,157.616680345933,155.48499407979222,155.79739408099022,2780400
2020-09-18,155.3655242919922,157.31346048397052,153.93214654147866,157.31346048397052,3178000
2020-09-21,153.49110412597656,153.50028741158818,150.93674869761458,152.95817913455295,4175300
2020-09-22,155.0164031982422,155.21853366598532,152.8663221910458,154.14350017253028,2090900
2020-09-23,151.27671813964844,155.40228481817675,151.01026264419573,155.2828319993787,2071400
2020-09-24,151.5983123779297,153.16032619586258,149.63200966164823,150.61515400964714,3792200
2020-09-25,154.03770446777344,154.48054968250304,150.8731708830753,151.10382148542547,2986000
2020-09-28,156.83316040039062,157.11916484335546,155.8182923016834,156.21501858673915,3291300
2020-09-29,155.95672607421875,157.05462534157084,155.63382363416062,156.69481091660478,2120600
2020-09-30,157.12840270996094,158.6599259772911,156.15044647928815,156.39031802034927,4786400
2020-10-01,158.43849182128906,158.91824896750163,157.40518173202585,158.42927086613284,3234100
2020-10-02,157.20217895507812,158.05097123931398,155.20935494280707,155.59684615445008,2325600
2020-10-05,160.03457641601562,160.0991512465816,158.0694293158703,158.32775679371767,2574200
2020-10-06,158.0602264404297,161.43694002358615,157.77420791357875,160.2836871949388,2803300
2020-10-07,160.8188018798828,161.20629314984754,159.55484125563163,159.60097418539272,1952400
2020-10-08,162.23036193847656,162.27649486246224,161.34467174023575,161.94435751867397,2335200
2020-10-09,163.59580993652344,163.88181433299158,162.7839155895501,163.2083046688929,2489200
2020-10-12,166.02227783203125,166.6588756590647,164.60147651196598,164.82289204986031,2895800
2020-10-13,165.14581298828125,165.902353637524,164.61992291583778,165.76395484476802,2448900
2020-10-14,164.04788208007812,165.9945731327102,163.75265671965445,165.33029847451786,2155600
2020-10-15,164.103271484375,164.2878032121069,161.6030270604629,162.01819529227103,2865300
2020-10-16,163.80801391601562,165.4317886257454,163.80801391601562,164.66602715486508,1910200
2020-10-19,161.4646453857422,165.37648473706903,161.1048310029826,164.509236204829,2713800
2020-10-20,162.0273895263672,163.63272237944457,161.67681027264075,162.28571700923592,2622900
2020-10-21,161.47389221191406,163.0423136339231,161.47389221191406,162.06435724412205,3237200
2020-10-22,162.6178741455078,162.89465764734848,160.64350581314176,161.7598607753748,3762200
2020-10-23,163.15301513671875,163.25450197011276,161.87983331880798,163.12533818922915,2412700
2020-10-26,160.19143676757812,161.90747755420304,158.3185552842684,161.49229527015058,3873600
2020-10-27,159.5456085205078,160.55125572372444,159.44413578248324,160.3759590347841,2525200
2020-10-28,154.25906372070312,157.05454687441332,154.08376707446544,156.75008650112534,4617500
2020-10-29,155.71681213378906,157.27601224385793,153.61328005564692,154.53588233826343,3101000
2020-10-30,154.0653533935547,155.68912827077327,152.2478258513702,154.89568977988162,3990400
2020-11-02,155.67068481445312,156.66709700492476,154.22220649899492,155.7260387009581,3741600
2020-11-03,158.65989685058594,159.5732780700542,157.1560508033845,157.4881881488464,4096000
